Arrival Time,Event,Time,Details
89165.3414465984,Security Screening,91506.61387043104,Screening completed in 122.14724443905881 seconds
89165.3414465984,Boarding,91628.7611148701,Boarded regional flight successfully
89301.81366099804,Check-in,91946.96635455161,C. service time:440.35248412056427
89301.81366099804,Security Screening,91946.96635455161,Screening completed in 178.86107101067898 seconds
89301.81366099804,Boarding,92125.82742556228,Boarded regional flight successfully
89392.74597861333,Check-in,92240.44489053266,C. service time:293.47853598105326
89392.74597861333,Security Screening,92240.44489053266,Screening completed in 397.35587862326815 seconds
89392.74597861333,Boarding,92637.80076915593,Boarded regional flight successfully
92966.62969420914,Arrival,92966.62969420914,Passenger arrived
92966.62969420914,Process Start,92966.62969420914,Starting process for passenger
92966.62969420914,Check-in,93371.40392062518,C. service time:404.77422641603414
93389.58496770682,Arrival,93389.58496770682,Passenger arrived
93389.58496770682,Process Start,93389.58496770682,Starting process for passenger
92966.62969420914,Security Screening,93371.40392062518,Screening completed in 109.08964498365599 seconds
92966.62969420914,Boarding,93480.49356560883,Boarded flight successfully
93518.44697458936,Arrival,93518.44697458936,Passenger arrived
93518.44697458936,Process Start,93518.44697458936,Starting process for passenger
93389.58496770682,Check-in,93677.18204801693,C. service time:287.5970803101022
93518.44697458936,Check-in,93731.43126037969,C. service time:54.24921236275953
93389.58496770682,Security Screening,93677.18204801693,Screening completed in 82.88554564771518 seconds
93389.58496770682,Boarding,93760.06759366464,Boarded regional flight successfully
93518.44697458936,Security Screening,93731.43126037969,Screening completed in 158.88050037289597 seconds
93518.44697458936,Boarding,93890.31176075258,Boarded regional flight successfully
97981.72732695314,Arrival,97981.72732695314,Passenger arrived
97981.72732695314,Process Start,97981.72732695314,Starting process for passenger
97981.72732695314,Check-in,98323.46135192967,C. service time:341.7340249765315
97981.72732695314,Security Screening,98323.46135192967,Screening completed in 192.4598135928246 seconds
97981.72732695314,Boarding,98515.9211655225,Boarded flight successfully
103084.00322458106,Arrival,103084.00322458106,Passenger arrived
103084.00322458106,Process Start,103084.00322458106,Starting process for passenger
103084.00322458106,Check-in,103301.07286897911,B. service time:217.06964439805654
103084.00322458106,Security Screening,103301.07286897911,Screening completed in 59.44407542488016 seconds
103084.00322458106,Boarding,103360.516944404,Boarded flight successfully
107371.56003658516,Arrival,107371.56003658516,Passenger arrived
107371.56003658516,Process Start,107371.56003658516,Starting process for passenger
107509.23926630926,Arrival,107509.23926630926,Passenger arrived
107509.23926630926,Process Start,107509.23926630926,Starting process for passenger
107371.56003658516,Check-in,107565.67113801008,C. service time:194.1111014249152
107509.23926630926,Check-in,107603.62792569007,C. service time:37.95678768000447
107655.05141361816,Arrival,107655.05141361816,Passenger arrived
107655.05141361816,Process Start,107655.05141361816,Starting process for passenger
107509.23926630926,Security Screening,107603.62792569007,Screening completed in 53.22314707256773 seconds
107509.23926630926,Boarding,107656.85107276264,Boarded regional flight successfully
107837.88910640104,Arrival,107837.88910640104,Passenger arrived
107837.88910640104,Process Start,107837.88910640104,Starting process for passenger
107908.49905166401,Arrival,107908.49905166401,Passenger arrived
107908.49905166401,Process Start,107908.49905166401,Starting process for passenger
107655.05141361816,Check-in,108116.61360636301,C. service time:461.5621927448554
107655.05141361816,Security Screening,108116.61360636301,Screening completed in 3.429041283032599 seconds
107655.05141361816,Boarding,108120.04264764604,Boarded regional flight successfully
107371.56003658516,Security Screening,107565.67113801008,Screening completed in 670.1963739026417 seconds
107371.56003658516,Boarding,108235.86751191271,Boarded flight successfully
107837.88910640104,Check-in,108479.49658658743,C. service time:362.88298022440773
107837.88910640104,Security Screening,108479.49658658743,Screening completed in 199.64998787677374 seconds
107837.88910640104,Boarding,108679.1465744642,Boarded regional flight successfully
107908.49905166401,Check-in,108712.85512595045,C. service time:233.35853936301638
107908.49905166401,Security Screening,108712.85512595045,Screening completed in 87.66393314772179 seconds
107908.49905166401,Boarding,108800.51905909817,Boarded regional flight successfully
113185.6938695592,Arrival,113185.6938695592,Passenger arrived
113185.6938695592,Process Start,113185.6938695592,Starting process for passenger
113187.92912516698,Arrival,113187.92912516698,Passenger arrived
113187.92912516698,Process Start,113187.92912516698,Starting process for passenger
113255.6689705994,Arrival,113255.6689705994,Passenger arrived
113255.6689705994,Process Start,113255.6689705994,Starting process for passenger
113187.92912516698,Check-in,113281.8943881135,C. service time:93.96526294653299
113187.92912516698,Security Screening,113281.8943881135,Screening completed in 300.0788659458585 seconds
113187.92912516698,Boarding,113581.97325405937,Boarded regional flight successfully
113185.6938695592,Check-in,113605.81183923567,B. service time:420.11796967646933
113185.6938695592,Security Screening,113605.81183923567,Screening completed in 146.45609290865775 seconds
113185.6938695592,Boarding,113752.26793214433,Boarded flight successfully
113255.6689705994,Check-in,113939.29706729596,C. service time:657.4026791824592
113255.6689705994,Security Screening,113939.29706729596,Screening completed in 26.229175008818512 seconds
113255.6689705994,Boarding,113965.52624230478,Boarded regional flight successfully
118344.63326702811,Arrival,118344.63326702811,Passenger arrived
118344.63326702811,Process Start,118344.63326702811,Starting process for passenger
118344.63326702811,Check-in,118717.98009892667,B. service time:373.34683189855394
118344.63326702811,Security Screening,118717.98009892667,Screening completed in 109.05210498107299 seconds
118344.63326702811,Boarding,118827.03220390774,Boarded flight successfully
122845.7900844862,Arrival,122845.7900844862,Passenger arrived
122845.7900844862,Process Start,122845.7900844862,Starting process for passenger
122845.7900844862,Check-in,123233.9985640634,C. service time:388.2084795771882
122845.7900844862,Security Screening,123233.9985640634,Screening completed in 127.1635178168716 seconds
122845.7900844862,Boarding,123361.16208188026,Boarded flight successfully
126297.45822310593,Arrival,126297.45822310593,Passenger arrived
126297.45822310593,Process Start,126297.45822310593,Starting process for passenger
126311.0919471106,Arrival,126311.0919471106,Passenger arrived
126311.0919471106,Process Start,126311.0919471106,Starting process for passenger
126297.45822310593,Check-in,126619.9461565032,B. service time:322.48793339726126
126297.45822310593,Security Screening,126619.9461565032,Screening completed in 95.71894252184036 seconds
126297.45822310593,Boarding,126715.66509902503,Boarded flight successfully
126311.0919471106,Check-in,127833.00105848836,C. service time:1521.9091113777506
126311.0919471106,Security Screening,127833.00105848836,Screening completed in 86.10135068946484 seconds
126311.0919471106,Boarding,127919.10240917782,Boarded regional flight successfully
131488.9347216732,Arrival,131488.9347216732,Passenger arrived
131488.9347216732,Process Start,131488.9347216732,Starting process for passenger
131488.9347216732,Check-in,131718.9679495038,B. service time:230.03322783060335
131488.9347216732,Security Screening,131718.9679495038,Screening completed in 89.24664769500805 seconds
131488.9347216732,Boarding,131808.21459719882,Boarded flight successfully
135726.92870214663,Arrival,135726.92870214663,Passenger arrived
135726.92870214663,Process Start,135726.92870214663,Starting process for passenger
135774.36067733218,Arrival,135774.36067733218,Passenger arrived
135774.36067733218,Process Start,135774.36067733218,Starting process for passenger
135726.92870214663,Check-in,135953.3428785914,C. service time:226.4141764447587
135774.36067733218,Check-in,136315.11297438914,C. service time:361.7700957977551
135726.92870214663,Security Screening,135953.3428785914,Screening completed in 398.55284026026203 seconds
135726.92870214663,Boarding,136351.89571885165,Boarded flight successfully
135774.36067733218,Security Screening,136315.11297438914,Screening completed in 85.9795749888879 seconds
135774.36067733218,Boarding,136401.09254937802,Boarded regional flight successfully
140055.04187173326,Arrival,140055.04187173326,Passenger arrived
140055.04187173326,Process Start,140055.04187173326,Starting process for passenger
140055.04187173326,Check-in,140218.5068292151,C. service time:163.4649574818296
140055.04187173326,Security Screening,140218.5068292151,Screening completed in 149.4353690361076 seconds
140055.04187173326,Boarding,140367.9421982512,Boarded flight successfully
144103.9597704519,Arrival,144103.9597704519,Passenger arrived
144103.9597704519,Process Start,144103.9597704519,Starting process for passenger
144103.9597704519,Check-in,144402.8339260152,B. service time:298.87415556329955
144103.9597704519,Security Screening,144402.8339260152,Screening completed in 2.6910608420141218 seconds
144103.9597704519,Boarding,144405.52498685723,Boarded flight successfully
148525.07402043205,Arrival,148525.07402043205,Passenger arrived
148525.07402043205,Process Start,148525.07402043205,Starting process for passenger
148606.1610143711,Arrival,148606.1610143711,Passenger arrived
148606.1610143711,Process Start,148606.1610143711,Starting process for passenger
148606.1610143711,Check-in,148733.41720869334,C. service time:127.25619432226266
148525.07402043205,Check-in,148752.01901988205,B. service time:226.94499945001152
148525.07402043205,Security Screening,148752.01901988205,Screening completed in 3.1432040628121474 seconds
148525.07402043205,Boarding,148755.16222394485,Boarded flight successfully
148606.1610143711,Security Screening,148733.41720869334,Screening completed in 29.041337407556956 seconds
148606.1610143711,Boarding,148762.45854610088,Boarded regional flight successfully
152505.70020649317,Arrival,152505.70020649317,Passenger arrived
152505.70020649317,Process Start,152505.70020649317,Starting process for passenger
152607.37858027595,Arrival,152607.37858027595,Passenger arrived
152607.37858027595,Process Start,152607.37858027595,Starting process for passenger
152505.70020649317,Check-in,153300.94477775323,C. service time:795.2445712600502
152505.70020649317,Security Screening,153300.94477775323,Screening completed in 64.29688580719383 seconds
152505.70020649317,Boarding,153365.24166356042,Boarded flight successfully
152607.37858027595,Check-in,153531.74705783345,C. service time:230.80228008021953
152607.37858027595,Security Screening,153531.74705783345,Screening completed in 43.37129795769184 seconds
152607.37858027595,Boarding,153575.11835579114,Boarded regional flight successfully
157459.9963175933,Arrival,157459.9963175933,Passenger arrived
157459.9963175933,Process Start,157459.9963175933,Starting process for passenger
157460.3412105356,Arrival,157460.3412105356,Passenger arrived
157460.3412105356,Process Start,157460.3412105356,Starting process for passenger
157510.8824296208,Arrival,157510.8824296208,Passenger arrived
157510.8824296208,Process Start,157510.8824296208,Starting process for passenger
157561.06489522193,Arrival,157561.06489522193,Passenger arrived
157561.06489522193,Process Start,157561.06489522193,Starting process for passenger
157598.59508942766,Arrival,157598.59508942766,Passenger arrived
157598.59508942766,Process Start,157598.59508942766,Starting process for passenger
157459.9963175933,Check-in,157686.92449862746,C. service time:226.92818103415576
157459.9963175933,Security Screening,157686.92449862746,Screening completed in 21.156327402362866 seconds
157459.9963175933,Boarding,157708.08082602982,Boarded flight successfully
157460.3412105356,Check-in,158175.464916897,C. service time:488.5404182695439
157460.3412105356,Security Screening,158175.464916897,Screening completed in 128.12176541749028 seconds
157460.3412105356,Boarding,158303.5866823145,Boarded regional flight successfully
157510.8824296208,Check-in,158578.16366891787,C. service time:402.6987520208527
157510.8824296208,Security Screening,158578.16366891787,Screening completed in 30.849704125334384 seconds
157510.8824296208,Boarding,158609.0133730432,Boarded regional flight successfully
157561.06489522193,Check-in,158976.87187740096,C. service time:398.70820848308733
157561.06489522193,Security Screening,158976.87187740096,Screening completed in 184.61401747782628 seconds
157561.06489522193,Boarding,159161.48589487877,Boarded regional flight successfully
157598.59508942766,Check-in,159449.5275733182,C. service time:472.6556959172352
157598.59508942766,Security Screening,159449.5275733182,Screening completed in 40.61865501270614 seconds
157598.59508942766,Boarding,159490.1462283309,Boarded regional flight successfully
162823.40942728875,Arrival,162823.40942728875,Passenger arrived
162823.40942728875,Process Start,162823.40942728875,Starting process for passenger
162842.77955237686,Arrival,162842.77955237686,Passenger arrived
162842.77955237686,Process Start,162842.77955237686,Starting process for passenger
162949.33459402545,Arrival,162949.33459402545,Passenger arrived
162949.33459402545,Process Start,162949.33459402545,Starting process for passenger
162984.43047773695,Arrival,162984.43047773695,Passenger arrived
162984.43047773695,Process Start,162984.43047773695,Starting process for passenger
162823.40942728875,Check-in,163022.9309790914,C. service time:199.52155180266408
162823.40942728875,Security Screening,163022.9309790914,Screening completed in 72.69358752811546 seconds
162823.40942728875,Boarding,163095.62456661952,Boarded flight successfully
163359.42460976675,Arrival,163359.42460976675,Passenger arrived
163359.42460976675,Process Start,163359.42460976675,Starting process for passenger
162842.77955237686,Check-in,163367.48689740075,C. service time:344.55591830933884
163403.65065624422,Arrival,163403.65065624422,Passenger arrived
163403.65065624422,Process Start,163403.65065624422,Starting process for passenger
162842.77955237686,Security Screening,163367.48689740075,Screening completed in 94.80402996767873 seconds
162842.77955237686,Boarding,163462.29092736842,Boarded regional flight successfully
162949.33459402545,Check-in,163882.88177283353,C. service time:515.3948754327618
162949.33459402545,Security Screening,163882.88177283353,Screening completed in 153.60584373993285 seconds
162949.33459402545,Boarding,164036.48761657346,Boarded regional flight successfully
162984.43047773695,Check-in,164213.66373509998,C. service time:330.7819622664475
162984.43047773695,Security Screening,164213.66373509998,Screening completed in 134.1208610639632 seconds
162984.43047773695,Boarding,164347.78459616395,Boarded regional flight successfully
163359.42460976675,Check-in,164446.9218209482,C. service time:233.2580858482192
163359.42460976675,Security Screening,164446.9218209482,Screening completed in 90.49880991474578 seconds
163359.42460976675,Boarding,164537.42063086294,Boarded regional flight successfully
163403.65065624422,Check-in,164716.45495600955,C. service time:269.53313506136163
163403.65065624422,Security Screening,164716.45495600955,Screening completed in 216.45777499476515 seconds
163403.65065624422,Boarding,164932.91273100433,Boarded regional flight successfully
167717.3961746802,Arrival,167717.3961746802,Passenger arrived
167717.3961746802,Process Start,167717.3961746802,Starting process for passenger
167717.3961746802,Check-in,167964.86914548933,B. service time:247.4729708091179
167717.3961746802,Security Screening,167964.86914548933,Screening completed in 28.45527970316909 seconds
167717.3961746802,Boarding,167993.3244251925,Boarded flight successfully
172712.5872087945,Arrival,172712.5872087945,Passenger arrived
172712.5872087945,Process Start,172712.5872087945,Starting process for passenger
