Arrival Time,Event,Time,Details
213116.14162128614,Boarding,213398.97813250558,Boarded flight successfully
213436.31084679204,Arrival,213436.31084679204,Passenger arrived
213436.31084679204,Process Start,213436.31084679204,Starting process for passenger
213191.57551160612,Check-in,213781.9305156308,C. service time:533.0751721763218
213191.57551160612,Security Screening,213781.9305156308,Screening completed in 91.15034045769114 seconds
213191.57551160612,Boarding,213873.0808560885,Boarded regional flight successfully
213214.0940091742,Check-in,214328.6034008342,C. service time:546.672885203393
213214.0940091742,Security Screening,214328.6034008342,Screening completed in 102.48262975421466 seconds
213214.0940091742,Boarding,214431.0860305884,Boarded regional flight successfully
213294.46017044748,Check-in,214562.46709724338,C. service time:233.86369640919872
213294.46017044748,Security Screening,214562.46709724338,Screening completed in 57.38163834740775 seconds
213294.46017044748,Boarding,214619.8487355908,Boarded regional flight successfully
213314.10774432714,Check-in,214882.81038888553,C. service time:320.34329164213614
213314.10774432714,Security Screening,214882.81038888553,Screening completed in 38.12578212229864 seconds
213314.10774432714,Boarding,214920.93617100784,Boarded regional flight successfully
213436.31084679204,Check-in,215137.61483950505,C. service time:254.80445061951556
213436.31084679204,Security Screening,215137.61483950505,Screening completed in 286.93103214189443 seconds
213436.31084679204,Boarding,215424.54587164696,Boarded regional flight successfully
218068.6374331109,Arrival,218068.6374331109,Passenger arrived
218068.6374331109,Process Start,218068.6374331109,Starting process for passenger
218068.6374331109,Check-in,218630.90526405917,B. service time:562.2678309482596
218068.6374331109,Security Screening,218630.90526405917,Screening completed in 64.13793742025612 seconds
218068.6374331109,Boarding,218695.04320147942,Boarded flight successfully
222722.77257892588,Arrival,222722.77257892588,Passenger arrived
222722.77257892588,Process Start,222722.77257892588,Starting process for passenger
222722.77257892588,Check-in,222927.16776831757,C. service time:204.39518939169565
222948.78683888027,Arrival,222948.78683888027,Passenger arrived
222948.78683888027,Process Start,222948.78683888027,Starting process for passenger
222722.77257892588,Security Screening,222927.16776831757,Screening completed in 70.00523274389823 seconds
222722.77257892588,Boarding,222997.17300106146,Boarded flight successfully
223014.0464080607,Arrival,223014.0464080607,Passenger arrived
223014.0464080607,Process Start,223014.0464080607,Starting process for passenger
222948.78683888027,Check-in,223025.8916825094,C. service time:77.10484362911546
222948.78683888027,Security Screening,223025.8916825094,Screening completed in 527.8856370738819 seconds
222948.78683888027,Boarding,223553.77731958329,Boarded regional flight successfully
223014.0464080607,Check-in,224155.85889275206,C. service time:1129.9672102426816
223014.0464080607,Security Screening,224155.85889275206,Screening completed in 228.148024800174 seconds
223014.0464080607,Boarding,224384.00691755224,Boarded regional flight successfully
227339.4542520191,Arrival,227339.4542520191,Passenger arrived
227339.4542520191,Process Start,227339.4542520191,Starting process for passenger
227425.4167803605,Arrival,227425.4167803605,Passenger arrived
227425.4167803605,Process Start,227425.4167803605,Starting process for passenger
227495.4654937687,Arrival,227495.4654937687,Passenger arrived
227495.4654937687,Process Start,227495.4654937687,Starting process for passenger
227339.4542520191,Check-in,227510.918244648,C. service time:171.46399262890478
227517.95969610615,Arrival,227517.95969610615,Passenger arrived
227517.95969610615,Process Start,227517.95969610615,Starting process for passenger
227339.4542520191,Security Screening,227510.918244648,Screening completed in 104.23316233106208 seconds
227339.4542520191,Boarding,227615.15140697907,Boarded flight successfully
227680.80061007084,Arrival,227680.80061007084,Passenger arrived
227680.80061007084,Process Start,227680.80061007084,Starting process for passenger
227425.4167803605,Check-in,227814.81540682827,C. service time:303.8971621802769
227425.4167803605,Security Screening,227814.81540682827,Screening completed in 98.00697216230601 seconds
227425.4167803605,Boarding,227912.8223789906,Boarded regional flight successfully
227495.4654937687,Check-in,228580.44598688692,C. service time:765.6305800586495
227495.4654937687,Security Screening,228580.44598688692,Screening completed in 196.58599252383127 seconds
227495.4654937687,Boarding,228777.03197941073,Boarded regional flight successfully
227517.95969610615,Check-in,229222.6817062674,C. service time:642.2357193804968
227680.80061007084,Check-in,229613.93751768096,C. service time:391.2558114135346
227517.95969610615,Security Screening,229222.6817062674,Screening completed in 421.8629942653894 seconds
227517.95969610615,Boarding,229644.5447005328,Boarded regional flight successfully
227680.80061007084,Security Screening,229613.93751768096,Screening completed in 464.20198951461464 seconds
227680.80061007084,Boarding,230078.13950719556,Boarded regional flight successfully
231730.74005325462,Arrival,231730.74005325462,Passenger arrived
231730.74005325462,Process Start,231730.74005325462,Starting process for passenger
231730.74005325462,Check-in,232163.5083237117,B. service time:432.7682704570771
231730.74005325462,Security Screening,232163.5083237117,Screening completed in 88.74124576872237 seconds
231730.74005325462,Boarding,232252.24956948042,Boarded flight successfully
236490.28556045133,Arrival,236490.28556045133,Passenger arrived
236490.28556045133,Process Start,236490.28556045133,Starting process for passenger
236535.5144660428,Arrival,236535.5144660428,Passenger arrived
236535.5144660428,Process Start,236535.5144660428,Starting process for passenger
236490.28556045133,Check-in,236583.04209047707,B. service time:92.75653002573883
236490.28556045133,Security Screening,236583.04209047707,Screening completed in 90.31190242554909 seconds
236490.28556045133,Boarding,236673.35399290262,Boarded flight successfully
236535.5144660428,Check-in,236772.43747997915,C. service time:236.92301393635412
236535.5144660428,Security Screening,236772.43747997915,Screening completed in 241.10007709420617 seconds
236535.5144660428,Boarding,237013.53755707337,Boarded regional flight successfully
241227.1812358225,Arrival,241227.1812358225,Passenger arrived
241227.1812358225,Process Start,241227.1812358225,Starting process for passenger
241258.92535980314,Arrival,241258.92535980314,Passenger arrived
241258.92535980314,Process Start,241258.92535980314,Starting process for passenger
241258.92535980314,Check-in,241312.02495997638,C. service time:53.09960017325289
241258.92535980314,Security Screening,241312.02495997638,Screening completed in 16.334357814806868 seconds
241258.92535980314,Boarding,241328.35931779118,Boarded regional flight successfully
241227.1812358225,Check-in,241333.07295763536,B. service time:105.89172181285983
241430.92951534974,Arrival,241430.92951534974,Passenger arrived
241430.92951534974,Process Start,241430.92951534974,Starting process for passenger
241493.59518196012,Arrival,241493.59518196012,Passenger arrived
241493.59518196012,Process Start,241493.59518196012,Starting process for passenger
241430.92951534974,Check-in,241598.53733386417,C. service time:167.60781851443824
241655.3122067267,Arrival,241655.3122067267,Passenger arrived
241655.3122067267,Process Start,241655.3122067267,Starting process for passenger
241227.1812358225,Security Screening,241333.07295763536,Screening completed in 438.28203937619725 seconds
241227.1812358225,Boarding,241771.35499701157,Boarded flight successfully
241493.59518196012,Check-in,241960.60969899184,C. service time:362.07236512769157
241655.3122067267,Check-in,242040.78198287362,C. service time:80.1722838817938
241493.59518196012,Security Screening,241960.60969899184,Screening completed in 113.77819632805435 seconds
241493.59518196012,Boarding,242074.3878953199,Boarded regional flight successfully
241655.3122067267,Security Screening,242074.3878953199,Screening completed in 101.25878071693218 seconds
241655.3122067267,Boarding,242175.64667603682,Boarded regional flight successfully
241430.92951534974,Security Screening,241598.53733386417,Screening completed in 649.0145831678251 seconds
241430.92951534974,Boarding,242247.551917032,Boarded regional flight successfully
246120.96853730644,Arrival,246120.96853730644,Passenger arrived
246120.96853730644,Process Start,246120.96853730644,Starting process for passenger
246120.96853730644,Check-in,246282.7414773788,B. service time:161.77294007234087
246120.96853730644,Security Screening,246282.7414773788,Screening completed in 507.85964752714807 seconds
246120.96853730644,Boarding,246790.60112490595,Boarded flight successfully
250822.40645952872,Arrival,250822.40645952872,Passenger arrived
250822.40645952872,Process Start,250822.40645952872,Starting process for passenger
250822.40645952872,Check-in,251244.4524488586,B. service time:422.0459893298694
250822.40645952872,Security Screening,251244.4524488586,Screening completed in 37.51240142006376 seconds
250822.40645952872,Boarding,251281.96485027866,Boarded flight successfully
254231.458892319,Arrival,254231.458892319,Passenger arrived
254231.458892319,Process Start,254231.458892319,Starting process for passenger
254231.458892319,Check-in,254689.9262731582,B. service time:458.4673808391989
254231.458892319,Security Screening,254689.9262731582,Screening completed in 129.88098489972177 seconds
254231.458892319,Boarding,254819.80725805793,Boarded flight successfully
258525.5798130656,Arrival,258525.5798130656,Passenger arrived
258525.5798130656,Process Start,258525.5798130656,Starting process for passenger
258525.5798130656,Check-in,259143.11568125538,C. service time:617.5358681897924
