Arrival Time,Event,Time,Details
306111.73476514197,Process Start,306111.73476514197,Starting process for passenger
306111.73476514197,Check-in,306280.4512260729,C. service time:168.71646093094193
306395.0109499883,Arrival,306395.0109499883,Passenger arrived
306395.0109499883,Process Start,306395.0109499883,Starting process for passenger
306430.44092828647,Arrival,306430.44092828647,Passenger arrived
306430.44092828647,Process Start,306430.44092828647,Starting process for passenger
306111.73476514197,Security Screening,306280.4512260729,Screening completed in 259.7664620284697 seconds
306111.73476514197,Boarding,306540.2176881014,Boarded flight successfully
306395.0109499883,Check-in,306572.1225771556,C. service time:177.11162716727546
306646.13083103445,Arrival,306646.13083103445,Passenger arrived
306646.13083103445,Process Start,306646.13083103445,Starting process for passenger
306430.44092828647,Check-in,306776.1375663933,C. service time:204.01498923772238
306430.44092828647,Security Screening,306776.1375663933,Screening completed in 48.542892741877395 seconds
306430.44092828647,Boarding,306824.68045913515,Boarded regional flight successfully
306646.13083103445,Check-in,307120.6389608603,C. service time:344.50139446699677
306395.0109499883,Security Screening,306572.1225771556,Screening completed in 755.7327098986146 seconds
306395.0109499883,Boarding,307327.8552870542,Boarded regional flight successfully
306646.13083103445,Security Screening,307120.6389608603,Screening completed in 314.8325723588833 seconds
306646.13083103445,Boarding,307435.4715332192,Boarded regional flight successfully
310752.30649794755,Arrival,310752.30649794755,Passenger arrived
310752.30649794755,Process Start,310752.30649794755,Starting process for passenger
310752.30649794755,Check-in,311577.42417054635,B. service time:825.1176725988059
310752.30649794755,Security Screening,311577.42417054635,Screening completed in 21.80363791525091 seconds
310752.30649794755,Boarding,311599.2278084616,Boarded flight successfully
315475.31054070505,Arrival,315475.31054070505,Passenger arrived
315475.31054070505,Process Start,315475.31054070505,Starting process for passenger
315518.0357835751,Arrival,315518.0357835751,Passenger arrived
315518.0357835751,Process Start,315518.0357835751,Starting process for passenger
315475.31054070505,Check-in,315663.80317794706,B. service time:188.4926372420108
315475.31054070505,Security Screening,315663.80317794706,Screening completed in 261.5633439729986 seconds
315475.31054070505,Boarding,315925.3665219201,Boarded flight successfully
315518.0357835751,Check-in,316429.1118964052,C. service time:911.0761128300705
315518.0357835751,Security Screening,316429.1118964052,Screening completed in 18.370739179909915 seconds
315518.0357835751,Boarding,316447.48263558507,Boarded regional flight successfully
319153.9622039259,Arrival,319153.9622039259,Passenger arrived
319153.9622039259,Process Start,319153.9622039259,Starting process for passenger
319180.6079297928,Arrival,319180.6079297928,Passenger arrived
319180.6079297928,Process Start,319180.6079297928,Starting process for passenger
319153.9622039259,Check-in,319313.82527983387,C. service time:159.86307590798208
319351.8106190906,Arrival,319351.8106190906,Passenger arrived
319351.8106190906,Process Start,319351.8106190906,Starting process for passenger
319374.1473080311,Arrival,319374.1473080311,Passenger arrived
319374.1473080311,Process Start,319374.1473080311,Starting process for passenger
319382.23257411417,Arrival,319382.23257411417,Passenger arrived
319382.23257411417,Process Start,319382.23257411417,Starting process for passenger
319180.6079297928,Check-in,319571.06751193746,C. service time:257.2422321036114
319180.6079297928,Security Screening,319571.06751193746,Screening completed in 109.69586695539448 seconds
319180.6079297928,Boarding,319680.76337889285,Boarded regional flight successfully
319351.8106190906,Check-in,319793.6564816652,C. service time:222.58896972776108
319153.9622039259,Security Screening,319313.82527983387,Screening completed in 541.2741237095053 seconds
319153.9622039259,Boarding,319855.0994035434,Boarded flight successfully
319374.1473080311,Check-in,319913.7811491067,C. service time:120.12466744147639
319351.8106190906,Security Screening,319793.6564816652,Screening completed in 226.86615692875483 seconds
319351.8106190906,Boarding,320020.522638594,Boarded regional flight successfully
319382.23257411417,Check-in,320054.7409918187,C. service time:140.95984271204068
319374.1473080311,Security Screening,319913.7811491067,Screening completed in 244.27702994776126 seconds
319374.1473080311,Boarding,320158.05817905447,Boarded regional flight successfully
319382.23257411417,Security Screening,320054.7409918187,Screening completed in 105.52680152468255 seconds
319382.23257411417,Boarding,320160.2677933434,Boarded regional flight successfully
323735.88881228754,Arrival,323735.88881228754,Passenger arrived
323735.88881228754,Process Start,323735.88881228754,Starting process for passenger
323735.88881228754,Check-in,324263.7781459249,B. service time:527.8893336373513
323735.88881228754,Security Screening,324263.7781459249,Screening completed in 211.05143215950142 seconds
323735.88881228754,Boarding,324474.8295780844,Boarded flight successfully
328334.8793709059,Arrival,328334.8793709059,Passenger arrived
328334.8793709059,Process Start,328334.8793709059,Starting process for passenger
328383.8590133097,Arrival,328383.8590133097,Passenger arrived
328383.8590133097,Process Start,328383.8590133097,Starting process for passenger
328334.8793709059,Check-in,328559.2415026485,C. service time:224.36213174261314
328383.8590133097,Check-in,328813.6443068832,C. service time:254.40280423473104
328383.8590133097,Security Screening,328813.6443068832,Screening completed in 27.697870226327293 seconds
328383.8590133097,Boarding,328841.34217710956,Boarded regional flight successfully
328334.8793709059,Security Screening,328559.2415026485,Screening completed in 478.5681235192347 seconds
328334.8793709059,Boarding,329037.80962616776,Boarded flight successfully
333010.9252206982,Arrival,333010.9252206982,Passenger arrived
333010.9252206982,Process Start,333010.9252206982,Starting process for passenger
333010.9252206982,Check-in,333127.0520841872,C. service time:116.12686348905211
333149.55594179215,Arrival,333149.55594179215,Passenger arrived
333149.55594179215,Process Start,333149.55594179215,Starting process for passenger
333010.9252206982,Security Screening,333127.0520841872,Screening completed in 64.57479748093762 seconds
333010.9252206982,Boarding,333191.62688166817,Boarded flight successfully
333294.3280775652,Arrival,333294.3280775652,Passenger arrived
333294.3280775652,Process Start,333294.3280775652,Starting process for passenger
333149.55594179215,Check-in,333560.5025863158,C. service time:410.9466445236476
333294.3280775652,Check-in,333685.63392006926,C. service time:125.1313337534651
333149.55594179215,Security Screening,333560.5025863158,Screening completed in 220.03586544838 seconds
333149.55594179215,Boarding,333780.53845176415,Boarded regional flight successfully
333294.3280775652,Security Screening,333685.63392006926,Screening completed in 1416.2486151118246 seconds
333294.3280775652,Boarding,335101.88253518107,Boarded regional flight successfully
337505.00020027516,Arrival,337505.00020027516,Passenger arrived
337505.00020027516,Process Start,337505.00020027516,Starting process for passenger
337505.00020027516,Check-in,337629.969164458,B. service time:124.96896418283409
337505.00020027516,Security Screening,337629.969164458,Screening completed in 119.84150206838137 seconds
337505.00020027516,Boarding,337749.8106665264,Boarded flight successfully
341805.53186278994,Arrival,341805.53186278994,Passenger arrived
341805.53186278994,Process Start,341805.53186278994,Starting process for passenger
341847.86652048747,Arrival,341847.86652048747,Passenger arrived
341847.86652048747,Process Start,341847.86652048747,Starting process for passenger
341978.44233081373,Arrival,341978.44233081373,Passenger arrived
341978.44233081373,Process Start,341978.44233081373,Starting process for passenger
341805.53186278994,Check-in,342076.85029610567,C. service time:271.3184333157336
341805.53186278994,Security Screening,342076.85029610567,Screening completed in 148.54282932440728 seconds
341805.53186278994,Boarding,342225.3931254301,Boarded flight successfully
341847.86652048747,Check-in,342338.5985227233,C. service time:261.74822661761306
341978.44233081373,Check-in,342410.155747616,C. service time:71.55722489273823
341978.44233081373,Security Screening,342410.155747616,Screening completed in 92.62281563626576 seconds
341978.44233081373,Boarding,342502.7785632523,Boarded regional flight successfully
341847.86652048747,Security Screening,342338.5985227233,Screening completed in 225.94512773755042 seconds
341847.86652048747,Boarding,342564.54365046084,Boarded regional flight successfully
