Arrival Time,Event,Time,Details
376582.79760283814,Process Start,376582.79760283814,Starting process for passenger
376590.6497230916,Arrival,376590.6497230916,Passenger arrived
376590.6497230916,Process Start,376590.6497230916,Starting process for passenger
376617.6231870614,Arrival,376617.6231870614,Passenger arrived
376617.6231870614,Process Start,376617.6231870614,Starting process for passenger
376627.425258711,Arrival,376627.425258711,Passenger arrived
376627.425258711,Process Start,376627.425258711,Starting process for passenger
376663.6004032697,Arrival,376663.6004032697,Passenger arrived
376663.6004032697,Process Start,376663.6004032697,Starting process for passenger
376582.79760283814,Check-in,376778.5080543225,B. service time:195.71045148437267
376590.6497230916,Check-in,376960.1272196608,C. service time:369.4774965691586
376590.6497230916,Security Screening,376960.1272196608,Screening completed in 34.90544460524353 seconds
376590.6497230916,Boarding,376995.032664266,Boarded regional flight successfully
376617.6231870614,Check-in,376997.1810357889,C. service time:37.05381612808988
376617.6231870614,Security Screening,376997.1810357889,Screening completed in 45.29786968986771 seconds
376617.6231870614,Boarding,377042.4789054788,Boarded regional flight successfully
376582.79760283814,Security Screening,376778.5080543225,Screening completed in 272.93949955079256 seconds
376582.79760283814,Boarding,377051.4475538733,Boarded flight successfully
376627.425258711,Check-in,377268.4568054076,C. service time:271.2757696186995
376627.425258711,Security Screening,377268.4568054076,Screening completed in 268.8741721066939 seconds
376627.425258711,Boarding,377537.33097751427,Boarded regional flight successfully
376663.6004032697,Check-in,377716.4884217549,C. service time:448.0316163472962
376663.6004032697,Security Screening,377716.4884217549,Screening completed in 14.808827478674159 seconds
376663.6004032697,Boarding,377731.2972492336,Boarded regional flight successfully
379776.2050847573,Arrival,379776.2050847573,Passenger arrived
379776.2050847573,Process Start,379776.2050847573,Starting process for passenger
379828.628192007,Arrival,379828.628192007,Passenger arrived
379828.628192007,Process Start,379828.628192007,Starting process for passenger
379776.2050847573,Check-in,380079.39021129964,C. service time:303.1851265423727
379828.628192007,Check-in,380248.25202940335,C. service time:168.86181810372676
379828.628192007,Security Screening,380248.25202940335,Screening completed in 55.54399735810493 seconds
379828.628192007,Boarding,380303.79602676147,Boarded regional flight successfully
379776.2050847573,Security Screening,380079.39021129964,Screening completed in 374.1139316083482 seconds
379776.2050847573,Boarding,380453.504142908,Boarded flight successfully
383533.0921897796,Arrival,383533.0921897796,Passenger arrived
383533.0921897796,Process Start,383533.0921897796,Starting process for passenger
383547.42408990976,Arrival,383547.42408990976,Passenger arrived
383547.42408990976,Process Start,383547.42408990976,Starting process for passenger
383533.0921897796,Check-in,383748.7080769495,C. service time:215.61588716989493
383533.0921897796,Security Screening,383748.7080769495,Screening completed in 284.09797340940156 seconds
383533.0921897796,Boarding,384032.8060503589,Boarded flight successfully
383547.42408990976,Check-in,384074.0371477566,C. service time:325.32907080707844
383547.42408990976,Security Screening,384074.0371477566,Screening completed in 185.3700675073213 seconds
383547.42408990976,Boarding,384259.4072152639,Boarded regional flight successfully
388025.0706061514,Arrival,388025.0706061514,Passenger arrived
388025.0706061514,Process Start,388025.0706061514,Starting process for passenger
388130.1780685424,Arrival,388130.1780685424,Passenger arrived
388130.1780685424,Process Start,388130.1780685424,Starting process for passenger
388025.0706061514,Check-in,388499.8170819366,C. service time:474.7464757851305
388025.0706061514,Security Screening,388499.8170819366,Screening completed in 257.24430482060836 seconds
388025.0706061514,Boarding,388757.0613867572,Boarded flight successfully
388130.1780685424,Check-in,389316.5777549073,C. service time:816.7606729707535
388130.1780685424,Security Screening,389316.5777549073,Screening completed in 102.96204902572015 seconds
388130.1780685424,Boarding,389419.539803933,Boarded regional flight successfully
392965.54063557694,Arrival,392965.54063557694,Passenger arrived
392965.54063557694,Process Start,392965.54063557694,Starting process for passenger
393019.64492137235,Arrival,393019.64492137235,Passenger arrived
393019.64492137235,Process Start,393019.64492137235,Starting process for passenger
393076.20199137065,Arrival,393076.20199137065,Passenger arrived
393076.20199137065,Process Start,393076.20199137065,Starting process for passenger
393019.64492137235,Check-in,393112.07787790895,C. service time:92.43295653659747
393019.64492137235,Security Screening,393112.07787790895,Screening completed in 10.652196831018589 seconds
393019.64492137235,Boarding,393122.73007473996,Boarded regional flight successfully
392965.54063557694,Check-in,393406.1020585752,B. service time:440.5614229982665
393076.20199137065,Check-in,393414.4506786275,C. service time:302.3728007185528
392965.54063557694,Security Screening,393406.1020585752,Screening completed in 88.98810256090168 seconds
392965.54063557694,Boarding,393495.0901611361,Boarded flight successfully
393076.20199137065,Security Screening,393414.4506786275,Screening completed in 112.93173694619911 seconds
393076.20199137065,Boarding,393527.3824155737,Boarded regional flight successfully
397160.01208833454,Arrival,397160.01208833454,Passenger arrived
397160.01208833454,Process Start,397160.01208833454,Starting process for passenger
397160.01208833454,Check-in,397178.8648057412,C. service time:18.85271740665663
397160.01208833454,Security Screening,397178.8648057412,Screening completed in 67.73300775091055 seconds
397160.01208833454,Boarding,397246.5978134921,Boarded flight successfully
401874.35265122366,Arrival,401874.35265122366,Passenger arrived
401874.35265122366,Process Start,401874.35265122366,Starting process for passenger
401874.35265122366,Check-in,401917.63232815545,B. service time:43.27967693180354
402083.54610274796,Arrival,402083.54610274796,Passenger arrived
402083.54610274796,Process Start,402083.54610274796,Starting process for passenger
402111.062839329,Arrival,402111.062839329,Passenger arrived
402111.062839329,Process Start,402111.062839329,Starting process for passenger
402276.3576698114,Arrival,402276.3576698114,Passenger arrived
402276.3576698114,Process Start,402276.3576698114,Starting process for passenger
402083.54610274796,Check-in,402291.6723461278,C. service time:208.1262433798569
402083.54610274796,Security Screening,402291.6723461278,Screening completed in 186.98112459360772 seconds
402083.54610274796,Boarding,402478.6534707214,Boarded regional flight successfully
401874.35265122366,Security Screening,401917.63232815545,Screening completed in 623.2607490322534 seconds
401874.35265122366,Boarding,402540.8930771877,Boarded flight successfully
402111.062839329,Check-in,403234.50866317446,C. service time:942.8363170466857
402111.062839329,Security Screening,403234.50866317446,Screening completed in 95.77234977770401 seconds
402111.062839329,Boarding,403330.28101295215,Boarded regional flight successfully
402276.3576698114,Check-in,403894.5751853968,C. service time:660.0665222223865
402276.3576698114,Security Screening,403894.5751853968,Screening completed in 116.64514351992436 seconds
402276.3576698114,Boarding,404011.22032891674,Boarded regional flight successfully
406931.85779829585,Arrival,406931.85779829585,Passenger arrived
406931.85779829585,Process Start,406931.85779829585,Starting process for passenger
406931.85779829585,Check-in,407361.6252324646,B. service time:429.7674341686956
406931.85779829585,Security Screening,407361.6252324646,Screening completed in 116.51188744491 seconds
406931.85779829585,Boarding,407478.13711990946,Boarded flight successfully
411609.22786197235,Arrival,411609.22786197235,Passenger arrived
411609.22786197235,Process Start,411609.22786197235,Starting process for passenger
411609.22786197235,Check-in,411651.1095306455,B. service time:41.88166867310737
411609.22786197235,Security Screening,411651.1095306455,Screening completed in 26.141679430239233 seconds
411609.22786197235,Boarding,411677.25121007574,Boarded flight successfully
416471.3936898213,Arrival,416471.3936898213,Passenger arrived
416471.3936898213,Process Start,416471.3936898213,Starting process for passenger
416471.3936898213,Check-in,416600.2907943694,B. service time:128.89710454809025
416471.3936898213,Security Screening,416600.2907943694,Screening completed in 210.34614785824513 seconds
416471.3936898213,Boarding,416810.63694222766,Boarded flight successfully
421008.6023419879,Arrival,421008.6023419879,Passenger arrived
421008.6023419879,Process Start,421008.6023419879,Starting process for passenger
421079.14732108056,Arrival,421079.14732108056,Passenger arrived
421079.14732108056,Process Start,421079.14732108056,Starting process for passenger
421008.6023419879,Check-in,421155.9590969925,C. service time:147.3567550045851
421008.6023419879,Security Screening,421155.9590969925,Screening completed in 67.45747288351919 seconds
421008.6023419879,Boarding,421223.416569876,Boarded flight successfully
421243.13338175893,Arrival,421243.13338175893,Passenger arrived
421243.13338175893,Process Start,421243.13338175893,Starting process for passenger
421261.0095662986,Arrival,421261.0095662986,Passenger arrived
421261.0095662986,Process Start,421261.0095662986,Starting process for passenger
421079.14732108056,Check-in,421571.3356819758,C. service time:415.3765849833393
421079.14732108056,Security Screening,421571.3356819758,Screening completed in 177.56592036424627 seconds
421079.14732108056,Boarding,421748.90160234005,Boarded regional flight successfully
421243.13338175893,Check-in,421875.9837630847,C. service time:304.6480811088765
421243.13338175893,Security Screening,421875.9837630847,Screening completed in 41.374087780543306 seconds
421243.13338175893,Boarding,421917.3578508652,Boarded regional flight successfully
421261.0095662986,Check-in,422011.79150401993,C. service time:135.80774093523917
421261.0095662986,Security Screening,422011.79150401993,Screening completed in 372.5189205868712 seconds
421261.0095662986,Boarding,422384.3104246068,Boarded regional flight successfully
425792.5607404384,Arrival,425792.5607404384,Passenger arrived
425792.5607404384,Process Start,425792.5607404384,Starting process for passenger
425792.5607404384,Check-in,426604.001163547,C. service time:811.4404231085975
425792.5607404384,Security Screening,426604.001163547,Screening completed in 46.81958556264323 seconds
425792.5607404384,Boarding,426650.8207491096,Boarded flight successfully
430808.81081596285,Arrival,430808.81081596285,Passenger arrived
430808.81081596285,Process Start,430808.81081596285,Starting process for passenger
430808.81081596285,Check-in,431002.06323722645,C. service time:193.2524212636282
430808.81081596285,Security Screening,431002.06323722645,Screening completed in 79.43262679478022 seconds
430808.81081596285,Boarding,431081.49586402124,Boarded flight successfully
